Record Creation Date,Join Date,Frequent Flier Number,First Name,Last Name,Inquiry Type,Most Recent Flight #,Lounge Used?,Departing Airport,Arrival Airport,Planned Snack?,Additional Snack?,# of Included Checked Bags,Total # of Checked Bags,Flight Delayed?
2023-03-11,2009-06-04,74026945,Kimberly,Cox,Cancel Flight,I96566056,TRUE,LAX,SFO,TRUE,TRUE,1,6,TRUE
2024-07-06,2009-06-04,74026945,Kimberly,Cox,Flight Deal,A88833902,FALSE,ORD,LAX,FALSE,FALSE,1,10,FALSE
2021-12-03,2009-06-04,74026945,Kimberly,Cox,Cancel Flight,Y75734593,TRUE,SEA,ATL,FALSE,FALSE,4,8,TRUE
2022-06-14,2009-06-04,74026945,Kimberly,Cox,Cancel Flight,R01809922,TRUE,MIA,ATL,FALSE,TRUE,3,7,FALSE
2022-03-11,2009-06-04,74026945,Kimberly,Cox,New Flight,D08478253,FALSE,SFO,LAX,TRUE,TRUE,1,3,TRUE
2023-02-15,2008-04-08,9994295877,Jose,Carroll,Flight Status,C90869576,TRUE,SIN,DFW,TRUE,FALSE,2,7,FALSE
2021-03-03,2008-04-08,9994295877,Jose,Carroll,Flight Deal,J39178962,TRUE,BOS,DFW,TRUE,FALSE,3,10,FALSE
2023-09-30,2008-04-08,9994295877,Jose,Carroll,New Flight,P72896951,FALSE,SEA,BOS,FALSE,FALSE,2,3,TRUE
2021-11-11,2000-06-03,6296406372,Aaron,Gutierrez,Flight Deal,A32336929,FALSE,DFW,LAX,FALSE,TRUE,3,7,FALSE
2024-08-28,2000-06-03,6296406372,Aaron,Gutierrez,Flight Deal,X03317426,TRUE,SEA,LAX,FALSE,FALSE,2,8,TRUE
2022-07-14,2000-06-03,6296406372,Aaron,Gutierrez,Cancel Flight,L97498113,FALSE,SFO,ATL,FALSE,TRUE,1,4,FALSE
2023-12-22,2000-06-03,6296406372,Aaron,Gutierrez,Cancel Flight,I90307844,FALSE,DFW,SEA,FALSE,FALSE,2,7,FALSE
2024-06-30,1992-12-03,9332236732,Dean,Wood,New Flight,Q46188866,TRUE,ATL,DEN,FALSE,FALSE,4,7,TRUE
2023-10-01,1992-12-03,9332236732,Dean,Wood,Cancel Flight,I53924671,TRUE,ORD,JFK,FALSE,FALSE,2,8,FALSE
2023-06-09,1992-12-03,9332236732,Dean,Wood,New Flight,J20689446,FALSE,BOS,ATL,FALSE,TRUE,2,7,FALSE
2021-03-10,1992-12-03,9332236732,Dean,Wood,Flight Deal,N90856255,TRUE,BOS,HND,TRUE,TRUE,2,5,TRUE
2023-03-02,1992-12-03,9332236732,Dean,Wood,Flight Status,D13289486,TRUE,JFK,SFO,TRUE,TRUE,2,5,TRUE
2022-03-27,2023-06-29,3419747199,Victoria,Torres,Cancel Flight,F62595265,TRUE,ATL,ORD,FALSE,FALSE,1,5,FALSE
2021-04-06,2023-06-29,3419747199,Victoria,Torres,Cancel Flight,N79290352,TRUE,SIN,MIA,FALSE,FALSE,1,5,FALSE
2021-10-28,2023-06-29,3419747199,Victoria,Torres,New Flight,Q16997009,TRUE,DFW,SFO,FALSE,TRUE,1,10,TRUE
2024-01-24,2023-06-29,3419747199,Victoria,Torres,Cancel Flight,Z03825128,FALSE,SIN,ORD,FALSE,FALSE,1,9,FALSE
2023-06-25,2021-04-02,4139331978,Donna,Harrington,Flight Status,I44253285,FALSE,SFO,SYD,TRUE,TRUE,2,7,TRUE
2022-02-13,2021-04-02,4139331978,Donna,Harrington,Flight Status,U37012414,FALSE,ORD,DFW,TRUE,TRUE,3,7,TRUE
2022-08-20,2021-04-02,4139331978,Donna,Harrington,New Flight,G95750339,TRUE,ORD,ATL,FALSE,TRUE,4,5,FALSE
2024-01-22,2021-04-02,4139331978,Donna,Harrington,Cancel Flight,Z20696656,TRUE,SFO,MIA,FALSE,TRUE,3,8,TRUE
2022-08-09,2021-04-02,4139331978,Donna,Harrington,New Flight,C59713630,TRUE,SFO,DFW,FALSE,FALSE,4,7,TRUE
2024-01-24,1987-12-06,1117428374,Gerald,Powell,New Flight,C85897400,TRUE,ATL,CDG,TRUE,FALSE,4,8,FALSE
2023-04-10,1987-12-06,1117428374,Gerald,Powell,Flight Deal,P95399475,TRUE,SFO,DFW,FALSE,TRUE,3,6,TRUE
2021-10-20,1987-12-06,1117428374,Gerald,Powell,Flight Status,M87674621,TRUE,ORD,BOS,FALSE,FALSE,2,7,FALSE
2022-12-07,1992-05-19,1432930060,Robert,Norris,Flight Status,N86576763,TRUE,SIN,ATL,FALSE,FALSE,1,4,FALSE
2022-01-28,1992-05-19,1432930060,Robert,Norris,Flight Status,Q39668664,FALSE,ATL,SEA,FALSE,TRUE,2,7,TRUE
2022-03-15,1992-05-19,1432930060,Robert,Norris,Cancel Flight,O17047179,TRUE,JFK,ATL,FALSE,FALSE,4,5,FALSE
2024-09-08,1992-05-19,1432930060,Robert,Norris,New Flight,D41605306,TRUE,DFW,ATL,FALSE,TRUE,2,7,FALSE
2023-11-06,1992-05-19,1432930060,Robert,Norris,Flight Status,R74238495,TRUE,LAX,DEN,TRUE,TRUE,2,9,FALSE
2021-05-14,2018-07-27,4876865854,John,Perry,Cancel Flight,X41042023,FALSE,BOS,HND,FALSE,FALSE,4,8,TRUE
2023-07-01,2018-07-27,4876865854,John,Perry,Cancel Flight,Z75429953,FALSE,BOS,LAX,FALSE,TRUE,2,8,FALSE
2021-08-06,2018-07-27,4876865854,John,Perry,Flight Status,K02636504,FALSE,DXB,SFO,FALSE,FALSE,1,2,FALSE
2024-08-23,2018-07-27,4876865854,John,Perry,Flight Deal,E64843243,TRUE,SEA,LAX,TRUE,TRUE,3,4,FALSE
2023-01-26,1995-07-04,3110075285,Brian,Donaldson,Cancel Flight,Y86297815,TRUE,DFW,CDG,TRUE,TRUE,1,4,FALSE
2021-08-04,1995-07-04,3110075285,Brian,Donaldson,Flight Status,J98963009,FALSE,SEA,DFW,FALSE,FALSE,2,4,TRUE
2021-12-25,1995-07-04,3110075285,Brian,Donaldson,Flight Status,B08403081,FALSE,LAX,DEN,FALSE,FALSE,4,8,FALSE
2023-03-23,1995-07-04,3110075285,Brian,Donaldson,Flight Status,U94381065,FALSE,ATL,SFO,TRUE,TRUE,4,6,TRUE
2023-11-21,1992-01-03,5767064838,Nicholas,Moore,Flight Deal,L94566656,TRUE,BOS,JFK,FALSE,TRUE,4,9,FALSE
2024-03-22,1992-01-03,5767064838,Nicholas,Moore,Flight Deal,O14144205,FALSE,JFK,SFO,TRUE,TRUE,3,5,TRUE
2023-02-08,1992-01-03,5767064838,Nicholas,Moore,Flight Status,I48363626,FALSE,MIA,DFW,FALSE,TRUE,3,10,TRUE
2023-04-19,2018-12-29,8882755974,Bridget,Williamson,New Flight,K35248802,TRUE,SIN,SFO,FALSE,FALSE,3,6,TRUE
2024-03-29,2018-12-29,8882755974,Bridget,Williamson,New Flight,Y49258215,FALSE,LHR,LAX,FALSE,TRUE,2,6,FALSE
2023-03-24,2018-12-29,8882755974,Bridget,Williamson,Flight Status,E32604964,TRUE,LAX,BOS,TRUE,TRUE,1,5,TRUE
2023-08-19,2018-12-29,8882755974,Bridget,Williamson,Flight Deal,B21654781,FALSE,SEA,CDG,TRUE,TRUE,4,7,FALSE
2022-02-22,2018-03-15,200761025,Alice,Jones,Flight Deal,B97747500,FALSE,MIA,SEA,TRUE,FALSE,2,9,TRUE
2021-02-21,2018-03-15,200761025,Alice,Jones,New Flight,E88023313,FALSE,JFK,SFO,FALSE,FALSE,3,6,FALSE
2021-04-18,2018-03-15,200761025,Alice,Jones,Flight Status,B35376370,FALSE,SFO,HND,FALSE,TRUE,2,4,FALSE
2021-06-01,2018-03-15,200761025,Alice,Jones,New Flight,N20067933,TRUE,DEN,SEA,TRUE,FALSE,4,8,TRUE
2022-05-08,1993-11-08,7877016948,Susan,Gallegos,New Flight,P65393811,FALSE,DEN,MIA,TRUE,FALSE,2,6,FALSE
2023-01-15,1993-11-08,7877016948,Susan,Gallegos,Cancel Flight,U21076749,TRUE,SEA,JFK,TRUE,FALSE,3,9,TRUE
2023-11-30,1993-11-08,7877016948,Susan,Gallegos,New Flight,W85580037,FALSE,SEA,LAX,FALSE,FALSE,3,8,FALSE
2021-01-10,2016-05-21,606092191,Nicole,Wilson,Cancel Flight,O67991430,FALSE,DEN,SFO,FALSE,TRUE,2,3,TRUE
2021-11-20,2016-05-21,606092191,Nicole,Wilson,Flight Deal,T40100046,TRUE,ATL,LAX,FALSE,TRUE,4,6,TRUE
2022-03-11,2016-05-21,606092191,Nicole,Wilson,Flight Status,Q37019436,FALSE,DFW,SFO,FALSE,TRUE,1,4,TRUE
2024-05-01,2016-05-21,606092191,Nicole,Wilson,Cancel Flight,U89238048,FALSE,BOS,DFW,TRUE,FALSE,2,9,FALSE
2024-05-24,2016-05-21,606092191,Nicole,Wilson,New Flight,Q05818801,FALSE,SIN,DXB,FALSE,TRUE,2,5,TRUE
2022-05-22,2018-08-25,4140349926,Brandi,Brown,Flight Status,X46628851,TRUE,BOS,LAX,TRUE,TRUE,1,9,FALSE
2021-01-25,2018-08-25,4140349926,Brandi,Brown,New Flight,P39716408,FALSE,DEN,SIN,TRUE,FALSE,4,6,TRUE
2024-05-14,2018-08-25,4140349926,Brandi,Brown,New Flight,G68582010,TRUE,JFK,ATL,FALSE,FALSE,2,10,FALSE
2021-11-19,2018-08-25,4140349926,Brandi,Brown,Cancel Flight,O21157871,FALSE,MIA,ORD,TRUE,FALSE,1,6,FALSE
2024-09-16,2018-08-25,4140349926,Brandi,Brown,Flight Status,A25124491,TRUE,JFK,JFK,TRUE,TRUE,1,10,FALSE
2023-11-19,2019-03-08,620553254,Janet,Hunter,Cancel Flight,L25346562,TRUE,ORD,BOS,TRUE,FALSE,3,7,FALSE
2024-03-04,2019-03-08,620553254,Janet,Hunter,Cancel Flight,Y01511781,TRUE,LHR,SEA,FALSE,TRUE,1,6,FALSE
2022-03-02,2019-03-08,620553254,Janet,Hunter,Flight Status,O96953098,FALSE,SFO,HND,TRUE,FALSE,2,9,TRUE
2022-12-03,2019-03-08,620553254,Janet,Hunter,Flight Status,F22368916,FALSE,CDG,LHR,TRUE,TRUE,4,9,TRUE
2024-03-20,2007-08-26,3371123897,Joel,Adkins,Flight Status,D64106983,FALSE,SFO,DEN,TRUE,TRUE,3,7,FALSE
2024-05-13,2007-08-26,3371123897,Joel,Adkins,Flight Deal,Z13582040,TRUE,CDG,DEN,FALSE,TRUE,4,5,TRUE
2023-01-04,2007-08-26,3371123897,Joel,Adkins,Cancel Flight,S31751604,FALSE,CDG,HND,TRUE,FALSE,1,6,FALSE
2021-06-16,2007-08-26,3371123897,Joel,Adkins,New Flight,Q30669010,TRUE,LAX,DEN,FALSE,TRUE,1,7,TRUE
2022-03-01,2007-08-26,3371123897,Joel,Adkins,Flight Status,N70387518,FALSE,DEN,SFO,TRUE,FALSE,3,8,FALSE
2021-11-14,1992-04-11,1007638577,Diane,Collier,Cancel Flight,D65174004,FALSE,SFO,LAX,TRUE,FALSE,4,8,TRUE
2023-10-04,1992-04-11,1007638577,Diane,Collier,New Flight,F30002433,TRUE,MIA,DFW,FALSE,FALSE,3,8,FALSE
2023-10-23,1992-04-11,1007638577,Diane,Collier,Flight Status,Z26510949,TRUE,DEN,LAX,FALSE,FALSE,4,9,FALSE
2021-09-01,1992-04-11,1007638577,Diane,Collier,Flight Status,J70876865,FALSE,BOS,ORD,TRUE,FALSE,4,10,FALSE
2023-12-31,1992-04-11,1007638577,Diane,Collier,Flight Status,U92878450,TRUE,SIN,ATL,FALSE,FALSE,4,10,TRUE
2023-12-12,2018-03-28,9738875264,Matthew,Ortega,Flight Deal,H71328574,FALSE,SYD,DXB,TRUE,FALSE,2,5,FALSE
2022-05-16,2018-03-28,9738875264,Matthew,Ortega,Flight Deal,G18655745,FALSE,ORD,DFW,FALSE,FALSE,2,5,FALSE
2021-02-22,2018-03-28,9738875264,Matthew,Ortega,New Flight,Z03459223,FALSE,ORD,ATL,TRUE,FALSE,1,5,TRUE
2022-10-02,2018-03-28,9738875264,Matthew,Ortega,New Flight,Z21765924,FALSE,LHR,DEN,FALSE,TRUE,2,5,TRUE
2021-02-12,2018-03-28,9738875264,Matthew,Ortega,Flight Status,U56879494,TRUE,BOS,MIA,FALSE,TRUE,3,7,TRUE
2021-04-30,2017-01-17,5755447889,Antonio,Pittman,Flight Status,R86693794,FALSE,SFO,DFW,FALSE,FALSE,2,10,FALSE
2022-12-23,2017-01-17,5755447889,Antonio,Pittman,Cancel Flight,O09146280,TRUE,SIN,MIA,FALSE,TRUE,2,7,TRUE
2022-12-22,2017-01-17,5755447889,Antonio,Pittman,Cancel Flight,J67260817,TRUE,JFK,LAX,TRUE,TRUE,2,8,TRUE
2023-05-11,2017-01-17,5755447889,Antonio,Pittman,New Flight,W59810415,TRUE,SYD,SFO,TRUE,FALSE,4,10,TRUE
2023-07-23,1994-04-25,6912440530,Kenneth,Carter,Flight Deal,J34370334,FALSE,DXB,SFO,FALSE,FALSE,4,5,TRUE
2024-05-28,1994-04-25,6912440530,Kenneth,Carter,Flight Status,Q24624088,TRUE,MIA,SFO,FALSE,FALSE,4,7,TRUE
2024-03-11,1994-04-25,6912440530,Kenneth,Carter,New Flight,V66062371,TRUE,DXB,SFO,TRUE,TRUE,4,8,TRUE
2022-07-10,1994-04-25,6912440530,Kenneth,Carter,Cancel Flight,K09711483,FALSE,BOS,JFK,FALSE,TRUE,1,6,FALSE
2021-10-31,1994-04-25,6912440530,Kenneth,Carter,Flight Deal,V99968849,TRUE,BOS,HND,TRUE,FALSE,2,3,TRUE
2022-07-27,1994-04-25,6912440530,Kenneth,Carter,New Flight,X36600178,TRUE,SYD,DFW,FALSE,FALSE,4,9,FALSE
2022-06-04,1994-04-25,6912440530,Kenneth,Carter,New Flight,Y38208268,FALSE,DEN,JFK,FALSE,TRUE,4,7,FALSE
2024-06-12,1994-04-25,6912440530,Kenneth,Carter,Flight Status,L63619043,TRUE,ATL,SEA,FALSE,FALSE,1,4,TRUE
2021-10-29,1994-04-25,6912440530,Kenneth,Carter,Flight Status,A17036383,FALSE,JFK,LAX,TRUE,TRUE,1,3,TRUE
2021-09-17,1994-04-25,6912440530,Kenneth,Carter,Cancel Flight,N84114039,TRUE,SFO,DEN,FALSE,TRUE,3,6,FALSE
2022-03-27,2013-05-06,7021963410,Russell,Warren,Flight Status,B07834368,TRUE,CDG,DFW,TRUE,TRUE,1,8,TRUE
2021-06-01,2013-05-06,7021963410,Russell,Warren,New Flight,I82072769,TRUE,ATL,DEN,FALSE,TRUE,4,9,FALSE
2021-09-19,2013-05-06,7021963410,Russell,Warren,Flight Status,C56827188,TRUE,ATL,JFK,TRUE,FALSE,2,7,FALSE
2023-07-29,2013-05-06,7021963410,Russell,Warren,Flight Deal,B07464418,TRUE,DFW,LAX,FALSE,TRUE,1,4,FALSE
2021-11-06,1995-09-24,7843159087,Charles,Griffin,Flight Deal,G71160336,TRUE,DFW,SFO,TRUE,FALSE,1,4,FALSE
2022-04-24,1995-09-24,7843159087,Charles,Griffin,New Flight,H10728001,TRUE,DEN,SEA,TRUE,TRUE,1,6,FALSE
2024-05-08,1995-09-24,7843159087,Charles,Griffin,Flight Deal,W38382635,TRUE,SIN,DXB,FALSE,TRUE,3,6,TRUE
2023-12-19,1995-09-24,7843159087,Charles,Griffin,Cancel Flight,X87301919,TRUE,DFW,LAX,FALSE,FALSE,3,8,TRUE
2022-10-19,1995-09-24,7843159087,Charles,Griffin,Flight Status,Q72711661,TRUE,LAX,JFK,TRUE,FALSE,1,5,FALSE
2022-12-27,1991-05-23,4696877036,Brenda,Wiley,Cancel Flight,N29822806,FALSE,ATL,MIA,FALSE,TRUE,4,8,TRUE
2023-10-19,1991-05-23,4696877036,Brenda,Wiley,New Flight,L10502516,FALSE,SFO,SEA,TRUE,FALSE,1,9,FALSE
2022-01-30,1991-05-23,4696877036,Brenda,Wiley,Flight Status,U02349435,TRUE,DEN,HND,TRUE,FALSE,4,8,FALSE
2022-04-29,1991-05-23,4696877036,Brenda,Wiley,Flight Status,G11595291,TRUE,JFK,HND,TRUE,FALSE,4,7,FALSE
2021-01-07,1991-05-23,4696877036,Brenda,Wiley,Flight Status,A58993335,FALSE,DEN,SYD,TRUE,FALSE,2,6,TRUE
2022-02-15,1997-07-21,5230275328,Andrew,Myers,Flight Status,V43589017,TRUE,DFW,ATL,FALSE,TRUE,4,8,TRUE
2024-08-25,1997-07-21,5230275328,Andrew,Myers,Cancel Flight,C79973524,TRUE,BOS,DFW,FALSE,FALSE,3,7,TRUE
2021-09-03,1997-07-21,5230275328,Andrew,Myers,Flight Status,R73577138,FALSE,DFW,ORD,TRUE,FALSE,4,6,TRUE
2021-05-17,1997-07-21,5230275328,Andrew,Myers,New Flight,W25836017,FALSE,BOS,DFW,FALSE,TRUE,2,3,TRUE
2021-08-05,1997-07-21,5230275328,Andrew,Myers,Cancel Flight,N61814283,TRUE,JFK,SEA,TRUE,TRUE,1,5,TRUE
2024-02-10,2006-04-04,2236939144,Julia,Hamilton,Cancel Flight,F07369768,TRUE,SYD,SEA,FALSE,FALSE,3,8,TRUE
2022-08-07,2006-04-04,2236939144,Julia,Hamilton,Flight Status,Z00135201,TRUE,LAX,ORD,TRUE,FALSE,3,6,FALSE
2023-07-09,2006-04-04,2236939144,Julia,Hamilton,Cancel Flight,B02923538,TRUE,ATL,SIN,TRUE,TRUE,3,5,FALSE
2021-04-01,2006-04-04,2236939144,Julia,Hamilton,Flight Status,L08063253,TRUE,LAX,DEN,FALSE,TRUE,1,10,FALSE
2023-06-10,2006-04-04,2236939144,Julia,Hamilton,Cancel Flight,W94730227,TRUE,JFK,JFK,FALSE,FALSE,2,7,TRUE
2023-04-28,2006-04-04,2236939144,Julia,Hamilton,Flight Deal,T47151893,FALSE,LAX,ATL,FALSE,TRUE,1,10,TRUE
2023-05-20,2006-04-04,2236939144,Julia,Hamilton,Cancel Flight,D98416086,FALSE,MIA,DEN,FALSE,FALSE,1,9,TRUE
2023-07-07,2006-04-04,2236939144,Julia,Hamilton,Flight Status,W05269307,TRUE,ATL,HND,FALSE,TRUE,2,9,TRUE
2022-08-30,2006-04-04,2236939144,Julia,Hamilton,Cancel Flight,D26291011,TRUE,JFK,BOS,FALSE,TRUE,3,10,TRUE
2021-01-19,2006-04-04,2236939144,Julia,Hamilton,Flight Status,H33182343,FALSE,ORD,SEA,FALSE,TRUE,4,10,TRUE
2021-09-09,2006-09-02,7517632135,Marie,Barajas,New Flight,L99943563,TRUE,BOS,DFW,FALSE,FALSE,4,5,TRUE
2021-10-18,2006-09-02,7517632135,Marie,Barajas,Cancel Flight,A88008046,TRUE,LAX,DFW,TRUE,FALSE,3,7,FALSE
2023-04-14,2006-09-02,7517632135,Marie,Barajas,Cancel Flight,F19456755,TRUE,SIN,MIA,FALSE,FALSE,3,7,FALSE
2021-02-21,2006-09-02,7517632135,Marie,Barajas,New Flight,S59078874,FALSE,LAX,MIA,TRUE,FALSE,3,6,FALSE
2024-07-26,2006-09-02,7517632135,Marie,Barajas,Cancel Flight,M01634021,FALSE,LAX,JFK,FALSE,TRUE,3,10,FALSE
2023-11-05,2006-09-02,7517632135,Marie,Barajas,Cancel Flight,F97603151,FALSE,ATL,BOS,FALSE,FALSE,2,6,TRUE
2022-10-19,2006-09-02,7517632135,Marie,Barajas,Flight Status,L76929489,FALSE,SEA,ORD,TRUE,FALSE,1,8,TRUE
2022-05-13,2006-09-02,7517632135,Marie,Barajas,Cancel Flight,X53418002,FALSE,BOS,ORD,FALSE,FALSE,2,10,TRUE
2023-09-11,2006-09-02,7517632135,Marie,Barajas,Cancel Flight,A25951169,FALSE,MIA,DEN,TRUE,FALSE,4,8,FALSE
2021-12-24,2006-09-02,7517632135,Marie,Barajas,Cancel Flight,H96848623,FALSE,LAX,HND,FALSE,FALSE,4,7,TRUE
2022-03-17,2020-11-29,5473326495,Jason,Nguyen,Flight Deal,Q27992673,TRUE,DFW,MIA,TRUE,FALSE,1,10,FALSE
2023-08-04,2020-11-29,5473326495,Jason,Nguyen,New Flight,C16816722,FALSE,MIA,DFW,TRUE,TRUE,2,8,TRUE
2024-02-08,2020-11-29,5473326495,Jason,Nguyen,Flight Deal,F73100628,TRUE,MIA,ORD,TRUE,FALSE,4,7,TRUE
2021-01-25,2020-11-29,5473326495,Jason,Nguyen,Flight Status,L59869937,TRUE,DEN,CDG,TRUE,TRUE,3,5,FALSE
2021-10-11,2020-11-29,5473326495,Jason,Nguyen,Flight Status,O40035106,FALSE,DEN,DFW,TRUE,FALSE,3,5,FALSE
2024-05-19,1995-12-17,2509250448,Melanie,Lambert,Flight Deal,A68979943,FALSE,JFK,HND,FALSE,FALSE,1,9,TRUE
2022-03-16,1995-12-17,2509250448,Melanie,Lambert,Cancel Flight,S61047348,FALSE,DEN,ATL,TRUE,TRUE,3,7,TRUE
2024-04-16,1995-12-17,2509250448,Melanie,Lambert,Cancel Flight,G75186730,FALSE,DEN,DFW,TRUE,TRUE,4,8,FALSE
2021-09-11,2016-02-29,5101803719,Carlos,Rivera,New Flight,F24585229,TRUE,ORD,LAX,FALSE,TRUE,4,6,FALSE
2022-08-12,2016-02-29,5101803719,Carlos,Rivera,Flight Deal,O82225003,TRUE,SEA,BOS,TRUE,FALSE,4,9,TRUE
2022-02-22,2016-02-29,5101803719,Carlos,Rivera,New Flight,E74600744,TRUE,DFW,LAX,TRUE,FALSE,3,5,TRUE
2021-03-30,2016-02-29,5101803719,Carlos,Rivera,New Flight,V37758649,TRUE,DFW,SEA,FALSE,FALSE,1,9,FALSE
2022-04-22,2019-07-07,6967238867,Amanda,Kennedy,New Flight,O45882125,TRUE,DEN,MIA,FALSE,TRUE,3,8,FALSE
2022-11-19,2019-07-07,6967238867,Amanda,Kennedy,Flight Status,H60796612,TRUE,ATL,DEN,TRUE,FALSE,2,9,FALSE
2022-02-08,2019-07-07,6967238867,Amanda,Kennedy,New Flight,V78092117,FALSE,SYD,JFK,FALSE,FALSE,1,9,FALSE
2022-12-30,2019-07-07,6967238867,Amanda,Kennedy,New Flight,F83495347,FALSE,BOS,ORD,FALSE,TRUE,3,6,FALSE
2024-03-12,2019-07-07,6967238867,Amanda,Kennedy,Cancel Flight,W20407599,TRUE,ORD,JFK,TRUE,FALSE,2,8,FALSE
2022-01-22,1994-09-14,9835984567,Douglas,Moore,Flight Status,O16114961,TRUE,MIA,DEN,TRUE,FALSE,1,5,TRUE
2023-08-21,1994-09-14,9835984567,Douglas,Moore,Flight Deal,R37816887,TRUE,JFK,SFO,FALSE,TRUE,4,6,FALSE
2021-09-23,1994-09-14,9835984567,Douglas,Moore,Flight Deal,I47119371,FALSE,SEA,SFO,TRUE,FALSE,2,7,FALSE
2024-04-15,1994-09-14,9835984567,Douglas,Moore,Flight Deal,V82974332,TRUE,ATL,DEN,TRUE,FALSE,3,8,TRUE
2022-03-29,1995-05-01,8455057206,Michael,Estes,Cancel Flight,P12152104,TRUE,BOS,JFK,TRUE,TRUE,1,4,FALSE
2021-11-15,1995-05-01,8455057206,Michael,Estes,Cancel Flight,M22982866,TRUE,SEA,CDG,TRUE,FALSE,2,7,TRUE
2021-05-07,1995-05-01,8455057206,Michael,Estes,Flight Status,L89076665,TRUE,SEA,ORD,FALSE,FALSE,3,5,FALSE
2022-05-30,2009-07-22,2531375491,Yvette,Collins,Flight Deal,H12781539,FALSE,SEA,ORD,TRUE,TRUE,3,8,FALSE
2023-07-23,2009-07-22,2531375491,Yvette,Collins,New Flight,S01765949,FALSE,BOS,SEA,TRUE,FALSE,3,5,TRUE
2021-09-11,2009-07-22,2531375491,Yvette,Collins,Cancel Flight,M52525503,TRUE,BOS,DEN,TRUE,FALSE,3,9,FALSE
2024-03-05,2003-12-10,8447166730,Craig,Nguyen,Flight Status,E06748425,TRUE,SYD,LAX,FALSE,TRUE,4,8,FALSE
2021-03-07,2003-12-10,8447166730,Craig,Nguyen,Flight Status,Q92631746,FALSE,DEN,ORD,FALSE,TRUE,1,5,FALSE
2023-02-02,2003-12-10,8447166730,Craig,Nguyen,Cancel Flight,P98447397,TRUE,MIA,DEN,TRUE,FALSE,1,7,TRUE
2021-04-21,2003-12-10,8447166730,Craig,Nguyen,Cancel Flight,I78542725,TRUE,BOS,ATL,FALSE,FALSE,3,8,FALSE
2022-10-06,2003-12-10,8447166730,Craig,Nguyen,Flight Deal,U06516451,FALSE,BOS,SFO,TRUE,TRUE,2,10,TRUE
2022-06-07,1989-06-18,1618097705,Carlos,George,Flight Deal,V43917824,FALSE,JFK,SIN,FALSE,TRUE,2,7,FALSE
2021-06-02,1989-06-18,1618097705,Carlos,George,New Flight,R91692242,TRUE,JFK,LAX,FALSE,TRUE,3,8,TRUE
2021-12-07,1989-06-18,1618097705,Carlos,George,New Flight,Y77284610,FALSE,JFK,DFW,TRUE,FALSE,3,5,FALSE
2024-08-21,1989-06-18,1618097705,Carlos,George,Flight Deal,Y85944886,FALSE,BOS,LAX,TRUE,FALSE,4,5,TRUE
2024-08-24,1989-03-17,2850617291,Patricia,Thomas,Cancel Flight,O29400086,FALSE,SEA,SFO,FALSE,FALSE,2,7,FALSE
2023-03-19,1989-03-17,2850617291,Patricia,Thomas,Cancel Flight,M19299841,FALSE,JFK,ATL,FALSE,FALSE,3,6,TRUE
2024-04-06,1989-03-17,2850617291,Patricia,Thomas,Cancel Flight,W39184374,FALSE,DEN,LAX,FALSE,FALSE,4,9,TRUE
2024-01-04,1989-03-17,2850617291,Patricia,Thomas,New Flight,S93912943,TRUE,LAX,DEN,FALSE,TRUE,1,6,FALSE
2022-11-13,2008-10-26,2661601839,Joel,Moreno,New Flight,E81336533,FALSE,LAX,SFO,TRUE,TRUE,3,8,TRUE
2023-11-20,2008-10-26,2661601839,Joel,Moreno,Cancel Flight,B38849813,TRUE,JFK,MIA,FALSE,FALSE,1,10,FALSE
2023-07-19,2008-10-26,2661601839,Joel,Moreno,Flight Deal,A24601570,TRUE,SFO,MIA,FALSE,TRUE,2,8,FALSE
2022-01-23,2008-10-26,2661601839,Joel,Moreno,Flight Deal,F73383847,FALSE,DFW,LAX,FALSE,TRUE,3,8,FALSE
2023-04-01,2017-04-06,5674480042,Stephanie,Price,Flight Status,X73961530,TRUE,ATL,SFO,TRUE,FALSE,3,8,TRUE
2023-01-13,2017-04-06,5674480042,Stephanie,Price,Cancel Flight,M60958816,TRUE,DFW,HND,FALSE,FALSE,4,6,FALSE
2024-08-23,2017-04-06,5674480042,Stephanie,Price,Cancel Flight,E03555586,FALSE,BOS,ORD,TRUE,FALSE,2,6,FALSE
2023-03-09,2017-04-06,5674480042,Stephanie,Price,Flight Deal,P15597840,TRUE,DEN,BOS,FALSE,TRUE,4,7,FALSE
2023-03-03,2017-04-06,5674480042,Stephanie,Price,Flight Status,Y38711653,TRUE,MIA,BOS,FALSE,FALSE,2,6,FALSE
2024-08-03,1992-12-02,2846185458,Vanessa,Johnson,Flight Deal,O20807719,FALSE,LAX,SEA,TRUE,TRUE,2,6,TRUE
2023-02-13,1992-12-02,2846185458,Vanessa,Johnson,Cancel Flight,W08670153,TRUE,MIA,SYD,TRUE,FALSE,2,3,TRUE
2024-10-10,1992-12-02,2846185458,Vanessa,Johnson,Flight Status,P65025176,FALSE,ORD,DEN,FALSE,FALSE,1,4,TRUE
2022-07-26,1992-12-02,2846185458,Vanessa,Johnson,Cancel Flight,P66894441,FALSE,SYD,MIA,FALSE,TRUE,4,6,FALSE
2023-12-09,1992-12-02,2846185458,Vanessa,Johnson,Flight Status,N98080421,TRUE,MIA,BOS,TRUE,FALSE,3,8,TRUE
2023-12-25,2021-01-10,6390305415,Ashlee,Harris,Flight Deal,A93383959,FALSE,DEN,MIA,TRUE,TRUE,4,8,TRUE
